Country; Number; Position; FIFA Display Name; Last Name; First Name; Shirt Name; Date of Birth; Club; Club Country; Height
Mexico;12; Defender; Paul AGUILAR; AGUILAR ROJAS; Paul Nicolas; P AGUILAR;06-mar.-86; Pachuca; MEX;178
Mexico;13; Goalkeeper; Guillermo OCHOA; OCHOA MAGAÑA; Francisco Guillermo; G OCHOA;13-jul.-85; America; MEX;183
Mexico;14; Forward; Javier HERNANDEZ; HERNANDEZ BALCAZAR; Javier; J HERNANDEZ;01-jun.-88; Chivas; MEX;175
Mexico;15; Defender; Hector MORENO; MORENO HERRERA; Hector Alfredo; H MORENO;17-ene.-88; AZ Alkmaar; NED;184
Mexico;16; Defender; Efrain JUAREZ; JUAREZ VALDEZ; Efrain; E JUAREZ;22-feb.-88; Pumas UNAM; MEX;175
Mexico;17; Forward; Giovani DOS SANTOS; DOS SANTOS RAMIREZ; Giovani; G DOS SANTOS;11-may.-89; Galatasaray; TUR;175
Mexico;18; Midfielder; Andres GUARDADO; GUARDADO HERNANDEZ; José Andrés; A GUARDADO;28-sep.-86; Deportivo La Coruna; ESP;169
Mexico;19; Defender; Jonny MAGALLON; MAGALLON OLIVA; Jose Jonny; J MAGALLON;21-nov.-81; Chivas; MEX;178
Mexico;20; Midfielder; Jorge TORRES; TORRES NILO; Jorge Emmanuel; J TORRES;16-ene.-88; Atlas; MEX;182
Mexico;21; Forward; Adolfo BAUTISTA; BAUTISTA HERRERA; Adolfo; A BAUTISTA;15-may.-79; Chivas; MEX;185
Mexico;22; Forward; Alberto MEDINA; MEDINA BRISENO; Alberto; A MEDINA;29-may.-83; Chivas; MEX;172
Mexico;23; Goalkeeper; Luis MICHEL; MICHEL VERGARA; Luis Ernesto; L MICHEL;21-jul.-79; Chivas; MEX;183
Netherlands;1; Goalkeeper; Maarten STEKELENBURG; STEKELENBURG; Maarten; STEKELENBURG;22-sep.-82; Ajax; NED;197
Netherlands;2; Defender; Gregory VAN DER WIEL; VAN DER WIEL; Gregory Kurtley; VAN DER WIEL;03-feb.-88; Ajax; NED;180
Netherlands;3; Defender; John HEITINGA; HEITINGA; John Gijsbert Alan; HEITINGA;15-nov.-83; Everton; ENG;182
Netherlands;4; Defender; Joris MATHIJSEN; MATHIJSEN; Joris; MATHIJSEN;05-abr.-80; Hamburger SV; GER;182
Netherlands;5; Defender; Giovanni VAN BRONCKHORST; VAN BRONCKHORST; Giovanni Christiaan; V. BRONCKHORST;05-feb.-75; Feyenoord; NED;176
Netherlands;6; Midfielder; Mark VAN BOMMEL; VAN BOMMEL; Mark Peter Gertruda Andreas; V. BOMMEL;22-abr.-77; Bayern Munich; GER;187
Netherlands;7; Forward; Dirk KUYT; KUIJT; Dirk; KUYT;22-jul.-80; Liverpool; ENG;183
Netherlands;8; Midfielder; Nigel DE JONG; DE JONG; Nigel; DE JONG;30-nov.-84; Manchester City; ENG;174
Netherlands;9; Forward; Robin VAN PERSIE; VAN PERSIE; Robin; V. PERSIE;06-ago.-83; Arsenal; ENG;184
Netherlands;10; Midfielder; Wesley SNEIJDER; SNEIJDER; Wesley; SNEIJDER;09-jun.-84; Inter; ITA;170
Netherlands;11; Forward; Arjen ROBBEN; ROBBEN; Arjen; ROBBEN;23-ene.-84; Bayern Munich; GER;180
Netherlands;12; Defender; Khalid BOULAHROUZ; BOULAHROUZ; Khalid; BOULAHROUZ;28-dic.-81; VfB Stuttgart; GER;184
Netherlands;13; Defender; Andre OOIJER; OOIJER; Andre Antonius Maria; OOIJER;11-jul.-74; PSV Eindhoven; NED;184
Netherlands;14; Midfielder; Demy DE ZEEUW; DE ZEEUW; Demy Patrick René; DE ZEEUW;26-may.-83; Ajax; NED;174
Netherlands;15; Defender; Edson BRAAFHEID; BRAAFHEID; Edson René; BRAAFHEID;08-abr.-83; Celtic; SCO;174
Netherlands;16; Goalkeeper; Michel VORM; VORM; Michel; VORM;20-oct.-83; Utrecht; NED;182
Netherlands;17; Forward; Eljero ELIA; ELIA; Eljero George Rinaldo; ELIA;13-feb.-87; Hamburger SV; GER;177
Netherlands;18; Midfielder; Stijn SCHAARS; SCHAARS; Stephanus Johannes; SCHAARS;11-ene.-84; AZ Alkmaar; NED;178
Netherlands;19; Forward; Ryan BABEL; BABEL; Ryan Guno; BABEL;19-dic.-86; Liverpool; ENG;185
Netherlands;20; Midfielder; Ibrahim AFELLAY; AFELLAY; Ibrahim; AFELLAY;02-abr.-86; PSV Eindhoven; NED;184
Netherlands;21; Forward; Klaas Jan HUNTELAAR; HUNTELAAR; Dirk Klaas Jan; HUNTELAAR;12-ago.-83; AC Milan; ITA;185
Netherlands;22; Goalkeeper; Sander BOSCHKER; BOSCHKER; Sander Bernard Jozef; BOSCHKER;20-oct.-70; Twente Enschede; NED;185
Netherlands;23; Midfielder; Rafael VAN DER VAART; VAN DER VAART; Rafael Ferdinand; VAN DER VAART;11-feb.-83; Real Madrid; ESP;178
New Zealand;1; Goalkeeper; Mark PASTON; PASTON; Mark Nelson; PASTON;13-dic.-76; Wellington Phoenix; NZL;195
New Zealand;2; Defender; Ben SIGMUND; SIGMUND; Benjamin Robert; SIGMUND;03-feb.-81; Wellington Phoenix; NZL;187
New Zealand;3; Defender; Tony LOCHHEAD; LOCHHEAD; Tony James; LOCHHEAD;12-ene.-82; Wellington Phoenix; NZL;183
New Zealand;4; Defender; Winston REID; REID; Winston Wiremu; REID;03-jul.-88; Midtjylland; DEN;190
New Zealand;5; Defender; Ivan VICELICH; VICELICH; Ivan Robert; VICELICH;03-sep.-76; Auckland City; NZL;193
New Zealand;6; Defender; Ryan NELSEN; NELSEN; Ryan William; NELSEN;18-oct.-77; Blackburn Rovers; ENG;185
New Zealand;7; Midfielder; Simon ELLIOTT; ELLIOTT; Simon John; ELLIOTT;10-jun.-74; No club affiliation; UNK;180
New Zealand;8; Midfielder; Tim BROWN; BROWN; Timothy Oliver; BROWN;06-mar.-81; Wellington Phoenix; NZL;185
New Zealand;9; Forward; Shane SMELTZ; SMELTZ; Shane Edward; SMELTZ;29-sep.-81; Gold Coast United; AUS;184
New Zealand;10; Forward; Chris KILLEN; KILLEN; Christopher John; KILLEN;08-oct.-81; Middlesbrough; ENG;188
New Zealand;11; Midfielder; Leo BERTOS; BERTOS; Leonidas Christos; BERTOS;20-dic.-81; Wellington Phoenix; NZL;177
New Zealand;12; Goalkeeper; Glen MOSS; MOSS; Glen Robert; MOSS;19-ene.-83; Melbourne Victory; AUS;188
New Zealand;13; Midfielder; Andy BARRON; BARRON; Andrew; BARRON;24-dic.-80; Team Wellington; NZL;178
New Zealand;14; Forward; Rory FALLON; FALLON; Rory Micheal; FALLON;20-mar.-82; Plymouth Argyle; ENG;191
New Zealand;15; Midfielder; Michael McGLINCHEY; MC GLINCHEY; Michael Ryan; MCGLINCHEY;07-ene.-87; Motherwell; SCO;173
New Zealand;16; Midfielder; Aaron CLAPHAM; CLAPHAM; Aaron Daniel; CLAPHAM;15-ene.-87; Canterbury Utd.; NZL;172
New Zealand;17; Midfielder; Dave MULLIGAN; MULLIGAN; David James; MULLIGAN;24-mar.-82; No club affiliation; UNK;173
New Zealand;18; Defender; Andy BOYENS; BOYENS; Andrew Victor; BOYENS;18-sep.-83; New York Red Bulls; USA;192
New Zealand;19; Defender; Tommy SMITH; SMITH; Thomas Jefferson; SMITH;31-mar.-90; Ipswich Town; ENG;187
New Zealand;20; Forward; Chris WOOD; WOOD; Christopher Grant; WOOD;07-dic.-91; West Bromwich Albion; ENG;191
New Zealand;21; Midfielder; Jeremy CHRISTIE; CHRISTIE; Jeremy John; CHRISTIE;22-may.-83; Tampa Bay; USA;180
New Zealand;22; Forward; Jeremy BROCKIE; BROCKIE; Jeremy Russell; BROCKIE;07-oct.-87; Newcastle United Jets; AUS;182
New Zealand;23; Goalkeeper; James BANNATYNE; BANNATYNE; James Alexander; BANNATYNE;30-jun.-75; Team Wellington; NZL;195
Nigeria;1; Goalkeeper; Vincent ENYEAMA; ENYEAMA; Vincent; ENYEAMA;29-ago.-82; Hapoel Tel-Aviv; ISR;185
Nigeria;2; Defender; Joseph YOBO; YOBO; Joseph; YOBO;06-sep.-80; Everton; ENG;185
Nigeria;3; Defender; Taye TAIWO; ISMAILA TAIWO; Taye; TAIWO;16-abr.-85; Marseille; FRA;188
Nigeria;4; Midfielder; Nwankwo KANU; KANU; Nwankwo; KANU;01-ago.-76; Portsmouth; ENG;197
Nigeria;5; Defender; Rabiu AFOLABI; AFOLABI; Rabiu; AFOLABI;18-abr.-80; Red Bull Salzburg; AUT;183
Nigeria;6; Defender; Danny SHITTU; SHITTU; Daniel Olusola; SHITTU;02-sep.-80; Bolton Wanderers; ENG;190
Nigeria;7; Forward; John UTAKA; UTAKA; John Chukwudi; UTAKA;08-ene.-82; Portsmouth; ENG;179
Nigeria;8; Forward; Yakubu AIYEGBENI; AIYEGBENI; Yakubu; YAKUBU;22-nov.-82; Everton; ENG;188
Nigeria;9; Forward; Obafemi MARTINS; MARTINS; Obafemi Akinwunmi; MARTINS;28-oct.-84; Wolfsburg; GER;170
Nigeria;10; Midfielder; John Obi MIKEL; MIKEL; John Obi; MIKEL;22-abr.-87; Chelsea; ENG;191
Nigeria;11; Forward; Peter ODEMWINGIE; ODEMWINGIE; Peter Osaze; ODEMWINGIE;15-jul.-81; Lokomotiv Moscow; RUS;181
Nigeria;12; Midfielder; Kalu UCHE; UCHE; Kalu; UCHE;15-nov.-82; Almeria; ESP;171
Nigeria;13; Midfielder; Yussuf AYILA; AYILA; Yussuf Atanda; AYILA;04-nov.-84; Dynamo Kyiv; UKR;179
Nigeria;14; Midfielder; Sani KAITA; KAITA; Sani Haruna; KAITA;02-may.-86; Alania Vladikavkaz; RUS;180
Nigeria;15; Midfielder; Lukman HARUNA; HARUNA; Lukman; HARUNA;04-dic.-90; Monaco; FRA;177
Nigeria;16; Goalkeeper; Austin EJIDE; EJIDE; Austine Amamchukwu; EJIDE;08-abr.-84; Hapoel Petah Tikva; ISR;186
Nigeria;17; Defender; Chidi ODIAH; ODIAH; Chidi; ODIAH;17-dic.-83; CSKA Moscow; RUS;181
Nigeria;18; Forward; Victor OBINNA; NSOFOR OBINNA; Victor; NSOFOR;25-mar.-87; Malaga; ESP;178
Nigeria;19; Forward; Chinedu OGBUKE OBASI; OGBUKE OBASI; Chinedu; OBASI;01-jun.-86; Hoffenheim; GER;181
Nigeria;20; Midfielder; Dickson ETUHU; ETUHU; Dickson; ETUHU;08-jun.-82; Fulham; ENG;191
Nigeria;21; Defender; Uwa ECHIEJILE; ECHIEJILE; Elderson Uwa; ECHIEJILE;20-ene.-88; Rennes; FRA;198
Nigeria;22; Defender; Dele ADELEYE; ADELEYE; Ayodele; ADELEYE;25-dic.-88; Sparta Rotterdam; NED;189
Nigeria;23; Goalkeeper; Dele AIYENUGBA; AIYENUGBA; Dele; AIYENUGBA;20-nov.-83; Bnei Yehuda; ISR;186
Paraguay;1; Goalkeeper; Justo VILLAR; VILLAR VIVEROS; Justo Wilmar; J. VILLAR;30-jun.-77; Valladolid; ESP;180
Paraguay;2; Defender; Dario VERON; VERON; Dario; VERON;26-jul.-79; Pumas UNAM; MEX;181
Paraguay;3; Defender; Claudio MOREL; MOREL RODRIGUEZ; Claudio Marcelo; MOREL R.;02-feb.-78; Boca Juniors; ARG;175
Paraguay;4; Defender; Denis CANIZA; CANIZA ACUNA; Denis Ramon; CANIZA;29-ago.-74; Leon; MEX;174
Paraguay;5; Defender; Julio Cesar CACERES; CACERES LOPEZ; Julio Cesar; J. CACERES;05-oct.-79; Atletico Mineiro; BRA;181
Paraguay;6; Midfielder; Carlos BONET; BONET CACERES; Carlos; BONET;02-oct.-77; Olimpia Asuncion; PAR;176
Paraguay;7; Forward; Oscar CARDOZO; CARDOZO; Oscar Rene; CARDOZO;20-may.-83; Benfica; POR;192
Paraguay;8; Midfielder; Edgar BARRETO; BARRETO CACERES; Edgar Osvaldo; E. BARRETO;15-jul.-84; Atalanta; ITA;178
Paraguay;9; Forward; Roque SANTA CRUZ; SANTA CRUZ CANTERO; Roque; SANTA CRUZ;16-ago.-81; Manchester City; ENG;191
Paraguay;10; Forward; Edgar BENITEZ; BENITEZ SANTANDER; Edgar; BENITEZ;08-nov.-87; Pachuca; MEX;176
Paraguay;11; Midfielder; Jonathan SANTANA; SANTANA; Jonathan; SANTANA;19-oct.-81; Wolfsburg; GER;181
Paraguay;12; Goalkeeper; Diego BARRETO; BARRETO CACERES; Diego Daniel; D. BARRETO;16-jul.-81; Cerro Porteno; PAR;182
Paraguay;13; Midfielder; Enrique VERA; VERA; Enrique Daniel; VERA;10-mar.-79; Liga de Quito; ECU;178
Paraguay;14; Defender; Paulo DA SILVA; DA SILVA; Paulo; DA SILVA;01-feb.-80; Sunderland; ENG;184
Paraguay;15; Midfielder; Victor CACERES; CACERES; Victor; V. CACERES;25-mar.-85; Libertad; PAR;186
Paraguay;16; Midfielder; Cristian RIVEROS; RIVEROS; Cristian; RIVEROS;16-oct.-82; Cruz Azul; MEX;179
Paraguay;17; Defender; Aureliano TORRES; TORRES ROMAN; Aureliano; TORRES;16-jun.-82; San Lorenzo; ARG;178
Paraguay;18; Forward; Nelson VALDEZ; HAEDO VALDEZ; Nelson Antonio; H. VALDEZ;28-nov.-83; Borussia Dortmund; GER;178
Paraguay;19; Forward; Lucas BARRIOS; BARRIOS CÁCERES; Lucas Ramón; BARRIOS;13-nov.-84; Borussia Dortmund; GER;187
Paraguay;20; Midfielder; Nestor ORTIGOZA; ORTIGOZA; Nestor Ezequiel; ORTIGOZA;07-oct.-84; Argentinos Juniors; ARG;180
Paraguay;21; Defender; Antolin ALCARAZ; ALCARAZ VIVEROS; Antolin; ALCARAZ;30-jul.-82; Club Brugge; BEL;184
Paraguay;22; Goalkeeper; Aldo BOBADILLA; BOBADILLA; Aldo Antonio; BOBADILLA;20-abr.-76; Independiente Medellin; COL;192
Paraguay;23; Forward; Rodolfo GAMARRA; GAMARRA; Rodolfo; GAMARRA;10-dic.-88; Libertad; PAR;168
Portugal;1; Goalkeeper; EDUARDO; REIS CARVALHO; Eduardo; EDUARDO;19-sep.-82; Braga; POR;187
Portugal;2; Defender; BRUNO ALVES; REFUGE ALVES; Bruno Eduardo; BRUNO ALVES;27-nov.-81; Porto; POR;187
Portugal;3; Defender; PAULO FERREIRA; REBOCHO FERREIRA; Paulo Renato; P. FERREIRA;18-ene.-79; Chelsea; ENG;181
Portugal;4; Defender; ROLANDO; PIRES DA FONSECA; Rolando Jorge; ROLANDO;31-ago.-85; Porto; POR;189
Portugal;5; Defender; DUDA; BARBOSA VALENTE; Sergio Paulo; DUDA;27-jun.-80; Malaga; ESP;175
Portugal;6; Defender; RICARDO CARVALHO; SILVEIRA DE CARVALHO; Ricardo Alberto; R. CARVALHO;18-may.-78; Chelsea; ENG;183
Portugal;7; Forward; CRISTIANO RONALDO; DOS SANTOS AVEIRO; Cristiano Ronaldo; RONALDO;05-feb.-85; Real Madrid; ESP;185
Portugal;8; Midfielder; PEDRO MENDES; DA SILVA MENDES; Pedro Miguel; P. MENDES;26-feb.-79; Sporting Lisbon; POR;177
Portugal;9; Forward; LIEDSON; DA SILVA MUNIZ; Liedson; LIEDSON;17-dic.-77; Sporting Lisbon; POR;173
Portugal;10; Forward; DANNY; ALVES GOMES; Danny Miguel; DANNY;07-ago.-83; Zenit St Petersburg; RUS;179
Portugal;11; Forward; SIMAO; DE FONSECA SABROSA; Simao Pedro; SIMÃO;31-oct.-79; Atletico Madrid; ESP;170
Portugal;12; Goalkeeper; BETO; BASTOS PIMPAREL; Antonio Alberto; BETO;01-may.-82; Porto; POR;183
Portugal;13; Defender; MIGUEL; BRITO GARCIA MONTEIRO; Luis Miguel; MIGUEL;04-ene.-80; Valencia; ESP;175
Portugal;14; Midfielder; MIGUEL VELOSO; PINTO VELOSO; Miguel Luis; M. VELOSO;11-may.-86; Sporting Lisbon; POR;181
Portugal;15; Midfielder; PEPE; LIMA FERREIRA; Kepler Laveran; PEPE;26-feb.-83; Real Madrid; ESP;186
Portugal;16; Midfielder; RAUL MEIRELES; TRINDADE MEIRELES; Raul Jose; R. MEIRELES;17-mar.-83; Porto; POR;179
Portugal;17; Forward; NANI; ALMEIDA DA CUNHA; Luís Carlos; NANI;17-nov.-86; Manchester Utd.; ENG;175
Portugal;18; Forward; HUGO ALMEIDA; PEREIRA DE ALMEIDA; Hugo Miguel; H. ALMEIDA;23-may.-84; Werder Bremen; GER;193
Portugal;19; Midfielder; TIAGO; CARDOSO MENDES; Tiago; TIAGO;02-may.-81; Atletico Madrid; ESP;183
Portugal;20; Midfielder; DECO; DE SOUZA; Anderson Luis; DECO;27-ago.-77; Chelsea; ENG;175
Portugal;21; Defender; RICARDO COSTA; MOREIRA DA COSTA; Ricardo Miguel; R. COSTA;16-may.-81; Lille; FRA;183
Portugal;22; Goalkeeper; DANIEL FERNANDES; FERNANDES; Daniel Marcio; D. FERNANDES;25-sep.-83; Iraklis; GRE;194
Portugal;23; Defender; FABIO COENTRAO; SILVA COENTRAO; Fabio Alexandre; F. COENTRÃO;11-mar.-88; Benfica; POR;181
Serbia;1; Goalkeeper; Vladimir STOJKOVIC; STOJKOVIC; Vladimir; STOJKOVIĆ;28-jul.-83; Wigan; ENG;195
Serbia;2; Defender; Antonio RUKAVINA; RUKAVINA; Antonio; RUKAVINA;26-ene.-84; Munich 1860; GER;177
Serbia;3; Defender; Aleksandar KOLAROV; KOLAROV; Aleksandar; KOLAROV;10-nov.-85; Lazio; ITA;187
Serbia;4; Midfielder; Gojko KACAR; KACAR; Gojko; KAČAR;26-ene.-87; Hertha Berlin; GER;185
Serbia;5; Defender; Nemanja VIDIC; VIDIC; Nemanja; VIDIĆ;21-oct.-81; Manchester Utd.; ENG;185
Serbia;6; Defender; Branislav IVANOVIC; IVANOVIC; Branislav; IVANOVIĆ;22-feb.-84; Chelsea; ENG;188
Serbia;7; Midfielder; Zoran TOSIC; TOŠIC; Zoran; TOŠIĆ;28-abr.-87; FC Cologne; GER;171
Serbia;8; Forward; Danko LAZOVIC; LAZOVIC; Danko; LAZOVIĆ;17-may.-83; Zenit St Petersburg; RUS;185
Serbia;9; Forward; Marko PANTELIC; PANTELIC; Marko; PANTELIĆ;15-sep.-78; Ajax; NED;181
Serbia;10; Midfielder; Dejan STANKOVIC; STANKOVIC; Dejan; STANKOVIĆ;11-sep.-78; Inter; ITA;181
Serbia;11; Midfielder; Nenad MILIJAS; MILIJAŠ; Nenad; MILIJAŠ;30-abr.-83; Wolverhampton; ENG;182
Serbia;12; Goalkeeper; Bojan ISAILOVIC; ISAILOVIC; Bojan; ISAILOVIĆ;25-mar.-80; Zaglebie Lubin; POL;192
Serbia;13; Defender; Aleksandar LUKOVIC; LUKOVIC; Aleksandar; LUKOVIĆ;23-oct.-82; Udinese; ITA;184
Serbia;14; Midfielder; Milan JOVANOVIC; JOVANOVIC; Milan; JOVANOVIĆ;18-abr.-81; Standard Liege; BEL;183
Serbia;15; Forward; Nikola ZIGIC; ŽIGIC; Nikola; ŽIGIĆ;25-sep.-80; Valencia; ESP;202
Serbia;16; Defender; Ivan OBRADOVIC; OBRADOVIC; Ivan; OBRADOVIĆ;25-jul.-88; Zaragoza; ESP;181
Serbia;17; Midfielder; Milos KRASIC; KRASIC; Miloš; KRASIĆ;01-nov.-84; CSKA Moscow; RUS;185
Serbia;18; Midfielder; Milos NINKOVIC; NINKOVIC; Milos; NINKOVIĆ;25-dic.-84; Dynamo Kyiv; UKR;179
Serbia;19; Midfielder; Radosav PETROVIC; PETROVIC; Radosav; PETROVIĆ;08-mar.-89; Partizan; SRB;193
Serbia;20; Defender; Neven SUBOTIC; SUBOTIC; Neven; SUBOTIĆ;10-dic.-88; Borussia Dortmund; GER;193
Serbia;21; Forward; Dragan MRDJA; MRDJA; Dragan; MRDJA;23-ene.-84; Vojvodina Novi Sad; SRB;187
Serbia;22; Midfielder; Zdravko KUZMANOVIC; KUZMANOVIC; Zdravko; KUZMANOVIĆ;22-sep.-87; VfB Stuttgart; GER;187
Serbia;23; Goalkeeper; Andjelko DJURICIC; ÐJURICIC; Andelko; ĐURIČIĆ;21-nov.-80; Leiria; POR;194
Slovakia;1; Goalkeeper; Jan MUCHA; MUCHA; Jan; MUCHA;05-dic.-82; Legia Warsaw; POL;189
Slovakia;2; Defender; Peter PEKARIK; PEKARIK; Peter; PEKARIK;30-oct.-86; Wolfsburg; GER;176
Slovakia;3; Defender; Martin SKRTEL; SKRTEL; Martin; SKRTEL;15-dic.-84; Liverpool; ENG;188
Slovakia;4; Defender; Marek CECH; CECH; Marek; CECH;26-ene.-83; West Bromwich Albion; ENG;181
Slovakia;5; Defender; Radoslav ZABAVNIK; ZABAVNIK; Radoslav; ZABAVNIK;16-sep.-80; Mainz 05; GER;180
Slovakia;6; Midfielder; Zdenko STRBA; STRBA; Zdenko; STRBA;09-jun.-76; Xanthi; GRE;187
Slovakia;7; Midfielder; Vladimir WEISS; WEISS; Vladimir; WEISS;30-nov.-89; Manchester City; ENG;176
Slovakia;8; Midfielder; Jan KOZAK; KOZAK; Jan; KOZAK;22-abr.-80; Timisoara; ROU;192
Slovakia;9; Forward; Stanislav SESTAK; SESTAK; Stanislav; SESTAK;16-dic.-82; Bochum; GER;178
Slovakia;10; Midfielder; Marek SAPARA; SAPARA; Marek; SAPARA;31-jul.-82; Ankaragucu; TUR;176
Slovakia;11; Forward; Robert VITTEK; VITTEK; Robert; VITTEK;01-abr.-82; Ankaragucu; TUR;188
Slovakia;12; Goalkeeper; Dusan PERNIS; PERNIS; Dusan; PERNIS;28-nov.-84; Dundee Utd.; SCO;190
Slovakia;13; Forward; Filip HOLOSKO; HOLOSKO; Filip; HOLOSKO;17-ene.-84; Besiktas; TUR;186
Slovakia;14; Forward; Martin JAKUBKO; JAKUBKO; Martin; JAKUBKO;26-feb.-80; FC Moscow; RUS;193
Slovakia;15; Midfielder; Miroslav STOCH; STOCH; Miroslav; STOCH;19-oct.-89; Twente Enschede; NED;168
Slovakia;16; Defender; Jan DURICA; DURICA; Jan; DURICA;10-dic.-81; Hannover 96; GER;187
Slovakia;17; Midfielder; Marek HAMSIK; HAMSIK; Marek; HAMSIK;27-jul.-87; Napoli; ITA;184
Slovakia;18; Forward; Erik JENDRISEK; JENDRISEK; Erik; JENDRISEK;26-oct.-86; Kaiserslautern; GER;176
Slovakia;19; Midfielder; Juraj KUCKA; KUCKA; Juraj; KUCKA;26-feb.-87; Sparta Prague; CZE;186
Slovakia;20; Midfielder; Kamil KOPUNEK; KOPUNEK; Kamil; KOPUNEK;18-may.-84; Spartak Trnava; SVK;180
Slovakia;21; Defender; Kornel SALATA; SALATA; Kornel; SALATA;24-ene.-85; Slovan Bratislava; SVK;190
Slovakia;22; Defender; Martin PETRAS; PETRAS; Martin; PETRAS;02-nov.-79; Cesena; ITA;187
Slovakia;23; Goalkeeper; Dusan KUCIAK; KUCIAK; Dusan; KUCIAK;21-may.-85; Vaslui; ROU;195
Slovenia;1; Goalkeeper; Samir HANDANOVIC; HANDANOVIC; Samir; HANDANOVIĆ S.;14-jul.-84; Udinese; ITA;193
Slovenia;2; Defender; Miso BRECKO; BRECKO; Mišo; BREČKO;01-may.-84; FC Cologne; GER;172
Slovenia;3; Defender; Elvedin DZINIC; DŽINIC; Elvedin; DŽINIĆ;25-ago.-85; Maribor; SVN;189
Slovenia;4; Defender; Marko SULER; ŠULER; Marko; ŠULER;09-mar.-83; Gent; BEL;187
Slovenia;5; Defender; Bostjan CESAR; CESAR; Boštjan; CESAR;09-jul.-82; Grenoble; FRA;190
Slovenia;6; Defender; Branko ILIC; ILIC; Branko; ILIĆ;06-feb.-83; FC Moscow; RUS;186
Slovenia;7; Forward; Nejc PECNIK; PECNIK; Nejc; PEČNIK;03-ene.-86; Nacional Madeira; POR;187
Slovenia;8; Midfielder; Robert KOREN; KOREN; Robert; KOREN;20-sep.-80; West Bromwich Albion; ENG;173
Slovenia;9; Forward; Zlatan LJUBIJANKIC; LJUBIJANKIC; Zlatan; LJUBIJANKIĆ;15-dic.-83; Gent; BEL;185
Slovenia;10; Midfielder; Valter BIRSA; BIRSA; Valter; BIRSA;07-ago.-86; Auxerre; FRA;180
Slovenia;11; Forward; Milivoje NOVAKOVIC; NOVAKOVIC; Milivoje; NOVAKOVIĆ;18-may.-79; FC Cologne; GER;191
Slovenia;12; Goalkeeper; Jasmin HANDANOVIC; HANDANOVIC; Jasmin; HANDANOVIĆ J.;28-ene.-78; Mantova; ITA;197
Slovenia;13; Defender; Bojan JOKIC; JOKIC; Bojan; JOKIĆ;17-may.-86; Chievo; ITA;171
Slovenia;14; Forward; Zlatko DEDIC; DEDIC; Zlatko; DEDIĆ;05-oct.-84; Bochum; GER;172
Slovenia;15; Midfielder; Rene KRHIN; KRHIN; Rene; KRHIN;21-may.-90; Inter; ITA;184
Slovenia;16; Goalkeeper; Aleksander SELIGA; ŠELIGA; Aleksander; ŠELIGA;01-feb.-80; Sparta Rotterdam; NED;187
Slovenia;17; Midfielder; Andraz KIRM; KIRM; Andraz; KIRM;06-sep.-84; Wisla Krakow; POL;185
Slovenia;18; Midfielder; Aleksandar RADOSAVLJEVIC; RADOSAVLJEVIC; Aleksandar; RADOSAVLJEVIĆ;25-abr.-79; Larissa; GRE;181
Slovenia;19; Defender; Suad FILEKOVIC; FILEKOVIC; Suad; FILEKOVIĆ;16-sep.-78; Maribor; SVN;190
Slovenia;20; Midfielder; Andrej KOMAC; KOMAC; Andrej; KOMAC;04-dic.-79; Maccabi Tel-Aviv; ISR;170
Slovenia;21; Midfielder; Dalibor STEVANOVIC; STEVANOVIC; Dalibor; STEVANOVIĆ;27-sep.-84; Vitesse Arnhem; NED;183
Slovenia;22; Defender; Matej MAVRIC; ROŽIC MAVRIC; Matej; MAVRIČ;29-ene.-79; TuS Koblenz; GER;186
Slovenia;23; Forward; Tim MATAVZ; MATAVŽ; Tim; MATAVŽ;13-ene.-89; Groningen; NED;190
South Africa;1; Goalkeeper; Moneeb JOSEPHS; JOSEPHS; Moneeb; JOSEPHS;19-may.-80; Orlando Pirates; RSA;184
South Africa;2; Defender; Siboniso GAXA; GAXA; Siboniso; GAXA;06-abr.-84; Mamelodi Sundowns; RSA;178
South Africa;3; Defender; Tsepo MASILELA; MASILELA; Tsepo; MASILELA;05-may.-85; Maccabi Haifa; ISR;174
South Africa;4; Defender; Aaron MOKOENA; MOKOENA; Teboho Aaron; MOKOENA;25-nov.-80; Portsmouth; ENG;183
South Africa;5; Defender; Anele NGCONGCA; NGCONGCA; Anele Calvin; NGCONGCA;20-oct.-87; Racing Genk; BEL;177
South Africa;6; Midfielder; MacBeth SIBAYA; SIBAYA; Ntuthuko MacBeth-Mao; SIBAYA;25-nov.-77; Rubin Kazan; RUS;176
South Africa;7; Midfielder; Lance DAVIDS; DAVIDS; Lance; DAVIDS;11-abr.-85; Ajax Cape Town; RSA;171
South Africa;8; Midfielder; Siphiwe TSHABALALA; TSHABALALA; Siphiwe; TSHABALALA;25-sep.-84; Kaizer Chiefs; RSA;170
South Africa;9; Forward; Katlego MPHELA; MPHELA; Katlego; MPHELA;29-nov.-84; Mamelodi Sundowns; RSA;180
South Africa;10; Midfielder; Steven PIENAAR; PIENAAR; Steven Jerome; PIENAAR;17-mar.-82; Everton; ENG;173
South Africa;11; Midfielder; Teko MODISE; MODISE; Teko; MODISE;22-dic.-82; Orlando Pirates; RSA;172
South Africa;12; Midfielder; Reneilwe LETSHOLONYANE; LETSHOLONYANE; Reneilwe; LETSHOLONYANE;09-jun.-82; Kaizer Chiefs; RSA;173
South Africa;13; Midfielder; Kagisho DIKGACOI; DIKGACOI; Kagisho; DIKGACOI;24-nov.-84; Fulham; ENG;180
